N	 t_topdown	 t_bottomup	 t_hmat	 s_topdown	 s_bottomup	s_hmat	 lrberr_topdown	 lrberr_bottomup	 lrberr_hmat
4533	22.974039886	22.972945861    22.263791545	0.09180055200000001	0.091577216	0.09814260000000001	0.00033529010984665203	0.0003191657091887449	0.0004912913541172591
9021	56.239542492	53.394011789	55.900932092	0.26266931200000004	0.26166638400000003	0.284700552	0.00018013594373707736	0.00019928114179393599	0.000610900988842238
18302	170.934857514	160.839393169	170.527018763	0.777982088	0.774936512	0.8565057840000001	0.0002784118865006007	0.00036892820535881185	0.0027068385721057847
35394	360.15565669	330.8944387	470.091519144	1.574799488	1.567275776	1.85400936	0.0002084037716391232	0.00023510855518348663	0.0015842133287323483
73866	871.946254664	745.774173836	1189.843634175	3.390143488	3.36771928	4.399203336	0.00028968415592069553	0.00038018435871915057	0.0035350888921070562
147231	1865.613875772	1500.292402722	2856.619434544	6.852301128000001	6.7774282	9.924759808000001	0.0002651320488279169	0.00035702133787876843	0.0015744634329969032
292872	3984.779657173	3077.386445039	5836.143046303	13.456377728000001	13.276730968	22.003081632	0.00023095932180278763	0.0003250432415744296	0.0035223597279200234
594380	9043.555564075	6340.631461269	13958.899441803	25.936046448000003	25.453922872000003	48.28837596	0.00018348130438259816	0.00031246151043895455	0.0020470698374721484
